ENDEREÇO;CONJUNTO;QUADRA;LOTE;AREA_M2;PISCINA_ST;TERRENO_ST;AGENTE;type;age
AR25;A;R;25;557.7;NÃO;NÃO;RAFAELA;house;60
AR24;A;R;24;573.8;NÃO;NÃO;RAFAELA;house;60
AR23;A;R;23;583.59;SIM;NÃO;RAFAELA;house;60
AR22;A;R;22;571.85;NÃO;NÃO;RAFAELA;house;60
AR21B;A;R;21B;300.34;NÃO;NÃO;RAFAELA;house;60
AR21A;A;R;21A;288.49;NÃO;NÃO;RAFAELA;house;60
AR20;A;R;20;573.15;NÃO;NÃO;RAFAELA;house;60
AR19;A;R;19;628.69;SIM;NÃO;RAFAELA;house;60
AR18;A;R;18;477.67;NÃO;NÃO;RAFAELA;house;60
AR17;A;R;17;661.94;NÃO;NÃO;RAFAELA;house;60
AR16;A;R;16;593.58;NÃO;NÃO;RAFAELA;house;60
AR15;A;R;15;598.57;SIM;NÃO;RAFAELA;house;60
AR14;A;R;14;539.92;NÃO;NÃO;RAFAELA;house;60
AR13;A;R;13;580.59;NÃO;NÃO;RAFAELA;house;60
AR12;A;R;12;567.53;NÃO;NÃO;RAFAELA;house;60
AR11;A;R;11;567.86;NÃO;NÃO;RAFAELA;house;60
AR10;A;R;10;552.43;NÃO;NÃO;RAFAELA;house;60
AR09;A;R;9;585.8;NÃO;NÃO;RAFAELA;house;60
AR07/08;A;R;07/ago;2071.84;NÃO;NÃO;RAFAELA;house;60
AR06;A;R;6;1096.83;NÃO;NÃO;RAFAELA;house;60
AR05;A;R;5;1310.6;NÃO;NÃO;RAFAELA;house;60
AR04;A;R;4;913.22;NÃO;NÃO;RAFAELA;house;60
AR03;A;R;3;883.97;SIM;NÃO;RAFAELA;house;60
AR02A;A;R;02A;396.65;NÃO;NÃO;RAFAELA;house;60
AR02;A;R;2;341.04;NÃO;NÃO;RAFAELA;house;60
AR01;A;R;1;812.17;NÃO;NÃO;RAFAELA;house;60
AQ39;A;Q;39;923.17;NÃO;NÃO;RAFAELA;house;60
AQ38;A;Q;38;587.11;NÃO;NÃO;RAFAELA;house;60
AQ37;A;Q;37;580.65;NÃO;NÃO;RAFAELA;house;60
AQ36;A;Q;36;587.87;NÃO;NÃO;RAFAELA;house;60
AQ35;A;Q;35;588.95;NÃO;NÃO;RAFAELA;house;60
AQ34;A;Q;34;591.46;SIM;NÃO;RAFAELA;house;60
AQ33;A;Q;33;587.35;NÃO;NÃO;RAFAELA;house;60
AQ32;A;Q;32;586.98;SIM;NÃO;RAFAELA;house;60
AQ31;A;Q;31;582.3;SIM;NÃO;RAFAELA;house;60
AQ30;A;Q;30;588.11;NÃO;NÃO;RAFAELA;house;60
AQ29;A;Q;29;599.78;NÃO;NÃO;RAFAELA;house;60
AQ28;A;Q;28;578.19;SIM;NÃO;RAFAELA;house;60
AQ27;A;Q;27;588.61;SIM;NÃO;RAFAELA;house;60
AQ26;A;Q;26;580.94;NÃO;NÃO;RAFAELA;house;60
AQ25;A;Q;25;579.02;NÃO;NÃO;RAFAELA;house;60
AQ24;A;Q;24;584.71;NÃO;NÃO;RAFAELA;house;60
AQ23;A;Q;23;574.05;NÃO;NÃO;RAFAELA;house;60
AQ22;A;Q;22;570.05;NÃO;NÃO;RAFAELA;house;60
AQ21;A;Q;21;655.3;NÃO;NÃO;RAFAELA;house;60
AQ20;A;Q;20;1066.78;NÃO;NÃO;RAFAELA;house;60
AQ19;A;Q;19;572;NÃO;NÃO;RAFAELA;house;60
AQ18;A;Q;18;580.04;SIM;NÃO;RAFAELA;house;60
AQ17;A;Q;17;578.7;NÃO;NÃO;RAFAELA;house;60
AQ16;A;Q;16;572.5;NÃO;NÃO;RAFAELA;house;60
AQ15;A;Q;15;572.92;NÃO;NÃO;RAFAELA;house;60
AQ14;A;Q;14;577.36;NÃO;NÃO;RAFAELA;house;60
AQ13C;A;Q;13C;184.19;NÃO;NÃO;RAFAELA;house;60
AQ13B;A;Q;13B;183.47;NÃO;NÃO;RAFAELA;house;60
AQ13A;A;Q;13A;201.24;NÃO;NÃO;RAFAELA;house;60
AQ12;A;Q;12;567.32;NÃO;NÃO;RAFAELA;house;60
AQ11;A;Q;11;569.15;NÃO;NÃO;RAFAELA;house;60
AQ10;A;Q;10;554.54;SIM;NÃO;RAFAELA;house;60
AQ09;A;Q;9;578.42;NÃO;NÃO;RAFAELA;house;60
AQ08;A;Q;8;565.35;NÃO;NÃO;RAFAELA;house;60
AQ07;A;Q;7;566.94;NÃO;NÃO;RAFAELA;house;60
AQ06;A;Q;6;571.03;NÃO;NÃO;RAFAELA;house;60
AQ05;A;Q;5;579.76;SIM;NÃO;RAFAELA;house;60
AQ04;A;Q;4;566.09;NÃO;NÃO;RAFAELA;house;60
AQ03;A;Q;3;567.42;NÃO;NÃO;RAFAELA;house;60
AQ02;A;Q;2;568.06;NÃO;NÃO;RAFAELA;house;60
AQ01;A;Q;1;657.68;NÃO;NÃO;RAFAELA;house;60
AP47;A;P;47;650.15;SIM;NÃO;RAFAELA;house;60
AP46;A;P;46;555.73;NÃO;NÃO;RAFAELA;house;60
AP45;A;P;45;570.34;NÃO;NÃO;RAFAELA;house;60
AP44;A;P;44;570.22;NÃO;NÃO;RAFAELA;house;60
AP43;A;P;43;568.6;NÃO;NÃO;RAFAELA;house;60
AP42;A;P;42;590.22;SIM;NÃO;RAFAELA;house;60
AP41;A;P;41;569;NÃO;NÃO;RAFAELA;house;60
AP40;A;P;40;569.81;NÃO;NÃO;RAFAELA;house;60
AP39;A;P;39;560.52;NÃO;NÃO;RAFAELA;house;60
AP38;A;P;38;543.06;NÃO;NÃO;RAFAELA;house;60
AP37;A;P;37;581.07;NÃO;NÃO;RAFAELA;house;60
AP36;A;P;36;579.48;SIM;NÃO;RAFAELA;house;60
AP35;A;P;35;555.85;NÃO;NÃO;RAFAELA;house;60
AP34;A;P;34;587.34;NÃO;NÃO;RAFAELA;house;60
AP33;A;P;33;566.32;NÃO;NÃO;RAFAELA;house;60
AP32;A;P;32;559.86;NÃO;NÃO;RAFAELA;house;60
AP31;A;P;31;561.94;NÃO;NÃO;RAFAELA;house;60
AP30;A;P;30;583.54;NÃO;NÃO;RAFAELA;house;60
AP29;A;P;29;578.24;NÃO;NÃO;RAFAELA;house;60
AP28;A;P;28;575.59;SIM;NÃO;RAFAELA;house;60
AP27;A;P;27;589.22;SIM;NÃO;RAFAELA;house;60
AP26;A;P;26;591.6;NÃO;NÃO;RAFAELA;house;60
AP25;A;P;25;713.15;NÃO;NÃO;RAFAELA;house;60
AP24;A;P;24;503.45;NÃO;NÃO;RAFAELA;house;60
AP23;A;P;23;669.42;NÃO;NÃO;RAFAELA;house;60
AP22;A;P;22;576.17;SIM;NÃO;RAFAELA;house;60
AP21;A;P;21;590.41;NÃO;NÃO;RAFAELA;house;60
AP20;A;P;20;568.97;NÃO;NÃO;RAFAELA;house;60
AP19;A;P;19;578.2;NÃO;NÃO;RAFAELA;house;60
AP18;A;P;18;584.18;SIM;NÃO;RAFAELA;house;60
AP17;A;P;17;571.18;NÃO;NÃO;RAFAELA;house;60
AP16;A;P;16;592.31;NÃO;NÃO;RAFAELA;house;60
AP15;A;P;15;605;NÃO;NÃO;RAFAELA;house;60
AP14;A;P;14;556.33;SIM;NÃO;RAFAELA;house;60
AP13;A;P;13;583.49;SIM;NÃO;RAFAELA;house;60
AP12;A;P;12;586.03;SIM;NÃO;RAFAELA;house;60
AP11;A;P;11;558.88;NÃO;NÃO;RAFAELA;house;60
AP10;A;P;10;581.42;NÃO;NÃO;RAFAELA;house;60
